"x"	Positive	Negative
"RT @JClark5on: Visit https://t.co/ODbVj8eVtR for your chance to join me, @Delta &amp; @Chris_Stamp and style my own fashion look https://t.co/L "	1	-1
"@RyanLewis @3030project @Expedia @Delta @EntrepreneurOrg Happy Birthday Ryan! I hope you have a wonderful day and a wonderful year?  ed  U 00A0  U 00BD  ed  U 00B8  U 008A  ed  U 00A0  U 00BD  ed  U 00B1  U 008D "	3	-1
"Very helpful and quick customer service @Delta  ed  U 00A0  U 00BD  ed  U 00B1  U 008C  ed  U 00A0  U 00BC  ed  U 00BF  U 00BC "	3	-1
"RT @PITairport: Get ready for nonstop flights to Paris on @Delta coming May 25! https://t.co/McVdHB9quP"	1	-1
"@Delta we checked in to the airport over an hour before the flight left how'd you not know we would be there"	1	-1
"@Delta would you say \"wow, we really dropped the ball; this is embarrassing\", instead of using the passive voice to deflect accountability?"	3	-3
"@delta hi team delta App only lets me check in 3 of 4 passengers. 4th passenger not showing up as someone to select to check in. Help please"	2	-1
"Thank you @Delta for being magical this week. #keepclimbing #alwaysForTheKids #ChampionsForKids  https://t.co/hooGv8eZ8H"	2	-1
"Thank you @Delta  for making it easy to book a flight for my dad's funeral.  Honestly, the agent that assisted me was a wonderful"	3	-1
"@Delta I DM'ed 10 minutes ago, but haven't heard back from you guys"	1	-1
"@Delta after waiting 2  hours in line for bag check, I missed my flight. Now special services left and we're still here waiting, help!"	2	-2
"RT @SecretFlying: Brussels, Belgium to Belize for only  354 roundtrip with @Delta	1	-1
https://t.co/MZVrtYHjnu https://t.co/0z4770EU9f"	1	-1
"RT @Noooo_No: Never again @Delta never again U 2708  U FE0F  U 2708  U FE0F  ed  U 00A0  U 00BD  ed  U 00B1  U 008E  ed  U 00A0  U 00BC  ed  U 00BF  U 00BB  ed  U 00A0  U 00BD  ed  U 00B1  U 008E  ed  U 00A0  U 00BC  ed  U 00BF  U 00BB  ed  U 00A0  U 00BD  ed  U 00B1  U 008E  ed  U 00A0  U 00BC  ed  U 00BF  U 00BB "	2	-1
"The ministry of the @delta lounge on a gray and early Saturday morning.  U 2615  U FE0F  ed  U 00A0  U 00BC  ed  U 00BD  U 00B3  ed  U 00A0  U 00BD  ed  U 00B9  U 008C  ed  U 00A0  U 00BC  ed  U 00BF  U 00BC  I'm coming f  https://t.co/WVJnJknlOR https://t.co/mxLjUQvQv3"	1	-1
"@Delta not the first time they screwed me over"	1	-1
"@DELTA I need my password reset on the app."	1	-1
"Never fly @Delta if you have the chance"	1	-1
"@Delta we do, but the new line for that is taking 30-45 minutes too. We'll miss our connecting flight, you guys are amateurs!"	2	-2
"@LeeAbbamonte @Aerolineas_AR @skyteam @Delta you'll earn a whopping 370 miles if you're in a discounted fare class  https://t.co/T5Fkg2BQXn"	1	-1
"Love to fly @Delta. #WomensHistoryMonth https://t.co/M5mXJiXKkl"	3	-1
"Never fails - if I act really excited about the cookies on @Delta flight, they give me 2. Or they have a ton and ne  https://t.co/y58VCVhLzB"	4	-1
"@Delta how can you guys manage to screw up checking in bags in Denver? Two staff for hundreds of people. We all missed our flight for JFK.."	1	-2
"@Delta this is an academic poster tube  3ft tall, so it will not fit under the chair"	1	-1
"@Delta confusing, travel partner's pass in Apple Wallet displays gate. Mine fails to add to wallet, how close until it shows in FlyDelta?"	1	-3
"@Delta no other flights and nonrefundable... didn't miss just gave our tickets away too soon"	2	-2
"RT @ngbrew62: @AmericanAir @Delta @united @GrantJ_Cook I have a lifetime of traveling in front of me, hopefully after making it to @DanSkip "	1	-1
"@delta's latest economy product makes @united's latest economy product look like a sad joke. Delta's is way more humane."	2	-4
"RT @Delta: @skeltonjosh3  Oh wow! Josh, were you able to file a claim with our Baggage Service Team?  *CK"	3	-1
"@Delta no other flights before this afternoon"	1	-1
"RT @macandsoul: @etnow @DrJimmyStar @nine_oh 	1	-1
@workwthecoach @kazaston  @Morris_Chestnut @Delta 	1	-1
Have a great Monday#thx4support	3	-1
@TayeDiggs "	1	-1
"RT @Delta: @wazhlon Hi, thanks for sharing the view! :-)  Enjoy your flight and thanks for choosing Delta.  *ML"	3	-1
"RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj"	1	-1
"@Delta thanks for the info and quick reply. @United should be taking a few notes from you guys"	2	-1
"RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF "	2	-2
"@aaronsagers @united  tweets like this is why I only fly @delta ,they've always taken good care of me. Good luck!!!"	4	-1
"My seat on @Delta was double booked but the staff was absolutely delightful at 545 am which is hard for anyone to do. Way to go ATL staff!  ed  U 00A0  U 00BD  ed  U 00B1  U 008D "	4	-1
"@Delta 7006557569  let the bag come to IAD.  I will pickup this evening."	1	-1
"#ICYMI: @Delta to Begin Seattle to Chicago-O Hare Service	1	-1
https://t.co/omRySrJHmr"	1	-1
"@Delta FA Jeffrey on DL1734 is one of the GREATEST I've ever had. 10/10 service and performance. Give that man a raise!!  ed  U 00A0  U 00BD  ed  U 00B2  U 00AF  ed  U 00A0  U 00BD  ed  U 00B2  U 00AF  ed  U 00A0  U 00BD  ed  U 00B2  U 00AF above and beyond"	3	-1
"RT @SecretFlying: Brussels, Belgium to Belize for only  354 roundtrip with @Delta	1	-1
https://t.co/MZVrtYHjnu https://t.co/0z4770EU9f"	1	-1
"@xiantong12315 @Delta There are just too many seats on 737-900 &amp; not enough space. C  &amp; C- seats even worse. Hard to avoid these birds w/DL!"	1	-3
"Brussels, Belgium to Belize for only  354 roundtrip with @Delta	1	-1
https://t.co/MZVrtYHjnu https://t.co/0z4770EU9f"	1	-1
"@Delta at the gate before the flight even left and you give the tickets away"	1	-1
"@Delta Can't find it. Send a DM!"	1	-1
"@Delta giving tickets away. Shady"	1	-2
"@RenesPoints @Delta @RenesPoints I just realized... Like 1 degree of recline.........."	2	-1
"@xiantong12315 @Delta AB side does. CD side is to be avoided due to closest behind. Also 1A is horrid ZERO leg room. 1B/C/D tiny bit better"	1	-4
"RT @Delta: The ones who truly change the world are the ones who can t wait to get out in it. https://t.co/fbHkT4akNY"	2	-1
"Thank you to the @Delta flight attendant that took care of me when I was freezing on the plan. #blankets"	2	-1
"@Delta you guys suck ed  U 00A0  U 00BD  ed  U 00B1  U 00BF  ed  U 00A0  U 00BD  ed  U 00B1  U 00BF  ed  U 00A0  U 00BD  ed  U 00B1  U 00BF "	1	-2
"@Delta 5th row of your 737-900ER does not recline, at all.........@RenesPoints I maybe on a fake Delta first class"	2	-2
"@Delta thank you"	2	-1
"@DeltaAssist @Delta how hard would it be to move my 60k miles over to you from @united ? Getting tired of being delayed out of Newark"	1	-2
"@Delta we all got up early on a Sat - made plans for other flights and in NYC and you don t have a crew for us #FAIL 2/"	1	-1
"@Delta it just got worse now leaving 2 hours late because you don t have enuf people working 1/"	1	-3
"@Delta can you go back in time &amp; not send a plane in need of maintenance to the gate for the first flight of the day? Then board everyone?"	1	-1
"@Delta gate crew are rude and inconsiderate at JFK.  I can go on and on about my experience but I am allowing delta to reach out."	1	-3
"@Delta it just started back"	1	-1
"Hey @AmeliaRayno what are you doing on Southwest? Doesn't the @StarTribune pony up for @delta ?? #travelissues"	2	-1
"@iamDrWill @Delta - Makes me so sad my friend. Hope to see you again real soon. Appreciate you, your insights, and your friendship."	3	-4
"@Delta First I need to make an account? Booking reference is fine?"	3	-1
"@Delta If I'm flying with a poster tube, can I still have my carry on &amp; a personal item? Or does the poster tube count as my personal item?"	1	-1
"@Delta I'm so sorry I broke my allegiance for a cheaper flight today. Never flying @AmericanAir again."	1	-2
"Hello @Delta I've booked a flight. How can I booked the bagage on your website?"	1	-1
"@GoldboxATL @DeltaNewsHub @Delta Eric...@ATLairport is captive...added benefits not needed."	1	-2
"@Delta please send more agents to check-in counters. Experiencing significant lines and delays at Denver International. Thank you."	2	-1
"RT @AirbusInTheUS: Couldn t ask for a better touchdown to start the day. @Delta @JFKAirport #A319 #AvGeek https://t.co/jwjiEJFBQm"	1	-1
"Yes! people  U 25B6  U FE0F  U 25B6  U FE0F  profit! RT @Delta: @margyartgrrl That is a good point! Thank you for your feedback! *EK"	2	-1
"Never had a good flight experience with @Delta! How do you get to the gate. Plane loaded. And radio doesn't work?"	2	-1
"RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj"	1	-1
"@Delta sorry i go hack fucking nuggets"	1	-2
"@Delta wtf is that i go hack rip"	1	-3
"@ju2thalee @Delta thank you! Heading there on a school program. Can't wait to experience it-- no place (or people) like it."	2	-1
"Couldn t ask for a better touchdown to start the day. @Delta @JFKAirport #A319 #AvGeek https://t.co/jwjiEJFBQm"	1	-1
"@Delta I need some type of courtesy at this point!!! My bags are on the flight but not me"	2	-1
"@DELTA 2 ppl in my party flying from MSP/CUN flight 519 yday left things n seat pockets A Nook 26C and iPod 27A How do we go about locating"	1	-1
"@Delta excellent customer service today at JFK across the board!"	4	-1
"RT @MAKERSwomen: Aviation history was just made as these two black female pilots took off: https://t.co/qrJvVofXy6 @Delta #WomensHistoryMon "	1	-1
"Getting put in a middle seat is NOT @Delta Comfort . Please give us the opportunity to go back to original seat."	2	-2
"@DELTA shame on you for leaving LAX 45 late and causing me to miss my connecting flight.	2	-3
Agents said they would hold the flight #NotRelly"	1	-1
"@Delta The app isn't working for check-in either. I checked-in yesterday, but the app keeps asking me to check in again. #Arggh"	1	-1
"@Delta how come the flight tracker from @KAYAK can show me my gate but your app can't? I shouldn't need to go to a  https://t.co/gM0vUeV8Ux"	1	-1
"@Delta actually I have not.  All I see is my bag is expedited for a flt 1160 today"	1	-1
"@JClark5on @Delta @Chris_Stamp beyond the count"	1	-1
"@Delta yes! please tell the deciders to hire more people   #jobs and good service &gt;&gt; #profits"	2	-1
"@rand @Delta have a blast"	1	-1
"@united If I pay  25/bag, why do I have to check my own bag in? @Delta has agents that take care of that and thank me for my business."	2	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"@Delta Yup, but I didn't notice myself until we reached cruising"	1	-1
"Packed A330 #BuenosAires to #Ushuaia on @Aerolineas_AR...who knew they were a @skyteam member?! Get @delta Miles for the flight-score!"	2	-1
"@Delta #FAIL crew is  on rest  so there s no one to service plane #profits over #customer  ed  U 00A0  U 00BD  ed  U 00B1  U 008E "	1	-1
"RT @MsDonovan25: 5 countries in 5 days &amp; 1 week to recover from jet lag, whew. Great reading trip!  @GardenCityElem @Delta https://t.co/fLO "	3	-1
"@Delta Flight DL1944, overheads left open during take off smh, lucky no one got hurt. https://t.co/6VULneSZeS"	2	-3
"@Delta yes"	1	-1
"@Delta do I have to go to the counter to get my daughters boarding passes since she is on my miles and I paid? GEZWU6 mine GHKHGE"	1	-1
"Heading to NYC....ready for some fun, food, &amp; relaxation. 	3	-1
MSP U 27A1  U FE0F JFK Thanks @Delta https://t.co/gwk0BBuCnd"	2	-1
"@thomascmurray @Delta I don't fly anymore due to how Muslims have been been treated"	1	-1
"Just took a flight from JAX to JFK by @Delta , same old small seat for eco. I think I will stick with @JetBlue in the future"	1	-1
"@DeltaNewsHub @Delta Advise passengers flying out of AMS to get there early today. Passport control lines are long and chaotic. Unruly mess"	1	-2
"@Delta iPhone app still not working. Can't get boarding pass. Deleted and re uploaded. Still not working"	1	-1
"@Delta @DeltaAssist  Gate Agent David at ATL B 31 this morning is fantastic! He's got things under control"	3	-1
"@Delta Okay, thank you so much."	2	-1
"@Delta Specifically, KLM said: 	1	-1
Royal Dutch Airlines	1	-1
Nate, since the EMD was issued by Delta, we kindly advise you to contact Delta."	2	-1
"Thanks @Delta for another great flight from DCA to ATL! One more flight until home. #travel #advocacy #appreciation"	3	-1
"@Delta if you DM me, I can show you the credit card charge."	1	-2
"RT @macandsoul: @etnow @DrJimmyStar @nine_oh 	1	-1
@workwthecoach @kazaston  @Morris_Chestnut @Delta 	1	-1
Have a great Monday#thx4support	3	-1
@TayeDiggs "	1	-1
"@Delta I tried KLM first. They sent me here after they saw that the credit card charge went to Delta"	1	-2
"At gate JFK: pilot comes out to clearly explain cause of delay. Thanks @Delta. #GoodService https://t.co/yxU1aLTyuO"	2	-2
"RT @Delta: @wazhlon Hi, thanks for sharing the view! :-)  Enjoy your flight and thanks for choosing Delta.  *ML"	3	-1
"Major kudos to our @Delta pilot for coming to the gate, apologizing for the delay and explaining in detail the issue w/ the steering wheel"	1	-2
"@Delta I think they put the fee on my son's ticket: 0742405677081"	1	-1
"@Delta Thank you!"	2	-1
"@Delta why isn't there a skymiles line at JFK T4 this morning?"	1	-1
"RT @JClark5on: Visit https://t.co/ODbVj8eVtR for your chance to join me, @Delta &amp; @Chris_Stamp and style my own fashion look https://t.co/L "	1	-1
"@Delta with 27 mins til departure, still haven't boarded. Won't be on time but hopefully within 15-30 mins"	1	-1
"@Delta the one girl I asked never came back to tell me she didn't have any pillows. I had to ring the call button. Jhpcworks@gmail.com"	1	-1
"RT @Delta: @PAYSMONDIAL Oh no! I regret your experience today. We expect our crew to be attentive at all times. *VB"	1	-2
"@Delta we are in our thirties btw"	1	-1
"@Delta You can see the fee on my CC statement. I took a screenshot."	1	-1
"@Delta,150  changing fee 4 a business flight!Taking in account that the new date is a cheaper ticket!super disappointed!"	3	-2
"@Delta what do I have to do to get my bag? Do I need to retrieve it in ATL? Or will it go straight to my destination 2morrow?"	1	-1
"@Delta Nope - that's the problem. The KLM gate agent took it from me at AMS and I said they would have someone bring it to me, but I didn't."	1	-2
"Never good when the yellow-vest maintenance guys are in the cockpit of your @delta 757 JFK-PHX"	1	-2
"@ianthetechie @Delta I like to think of it as investing your miles rather than blowing them. #keepflying U 2708  U FE0F "	2	-1
"@Delta I need help getting an excess baggage fee receipt. The flight was KLM, but the fee seems to have been charged by Delta agents at ORD"	1	-2
"Hey @Delta - The handwritten notes in 1st class are appreciated. Your team continues to be positive &amp; professional  https://t.co/2KebnrC5tq"	3	-1
"@delta an afterthought, would you like some souvenir tix stubs to museums? I can't use them anymore. #flightvs4903"	2	-1
"@Delta where is my luggage?	1	-1
What connecting flight did it get put on?????"	1	-1
"Thank you @Delta for the early morning Porsche ride the AM.  It was a nice touch after a long flight.  Kevin was awesome #flyride"	3	-1
"RT @PrincesTrust: Lisa's life had been turned upside down.She regained control &amp; won the @Delta Rising Star award at #CelebrateSuccess http "	1	-1
"#dailySYDvid The morning Long Haul @Boeing 777-200LR arrivals @SydneyAirport - @AirCanada from Vancouver &amp; @Delta f  https://t.co/d8m1zI3WHC"	1	-1
"@delta do you know if virgin Atlantic can help w/ finding hotel? I'm going to need a new one when they cancel our res in UK #flightvs4903"	1	-2
"RT @cathielevine: Dear @delta, thank you for a fabulous experience at @jfk this morning. You have wonderful employees."	3	-1
"RT @PrincesTrust: Lisa's life had been turned upside down.She regained control &amp; won the @Delta Rising Star award at #CelebrateSuccess http "	1	-1
"RT @PrincesTrust: Lisa's life had been turned upside down.She regained control &amp; won the @Delta Rising Star award at #CelebrateSuccess http "	1	-1
"Lisa's life had been turned upside down.She regained control &amp; won the @Delta Rising Star award at #CelebrateSuccess https://t.co/ivGaYN0X97"	1	-1
"@Delta @lilgssz alitalia said i didnt have a flight with them but delta said i did so they didnt give me a hotel.My next flight is at 5pmish"	1	-1
"@Delta just a few more."	1	-1
"RT @ItsOrderMySteps: #omsJob	1	-1
Enjoying free WiFi on @Delta via @tmobile #TmobileWingman	3	-1
We switched &amp; love ed  U 00A0  U 00BD  ed  U 00B8  U 008D  Tmobile for	3	-1
Price	1	-1
Service	1	-1
More D "	1	-1
"@Delta @lilgssz flight and everyones computers said something different and i \"missed\" my 11:20pm through alitalia to rome"	1	-1
"@delta thank you for shortening our vacay by a day. It's ok, I get 5 more days off next year... #flightvs4903"	2	-1
"#omsJob	1	-1
Enjoying free WiFi on @Delta via @tmobile #TmobileWingman	3	-1
We switched &amp; love ed  U 00A0  U 00BD  ed  U 00B8  U 008D  Tmobile for	3	-1
Price	1	-1
Service	1	-1
Mor  https://t.co/jSLmoBbIDB"	1	-1
"@Delta @lilgssz hi. My ATL flight was delayed 4 hours and then the flights i rescheduled to get to Florence changed when i was on my first"	1	-1
"@delta thanks 4 voucher for hotel that was already full. We, and a man from Britain, enjoyed finding a place to stay in ATL at 12:30 am."	3	-1
"@Delta just landed in ATL, at least I don't have connections like a handful of others. Just confused on how or why flight was so delayed"	2	-1
"RT @DeltaNewsHub: Flights between DCA-LAX, BOS-SFO to operate as Transcon routes, include @Delta One cabin, enhanced amenities https://t.co "	1	-1
"Get ready for nonstop flights to Paris on @Delta coming May 25! https://t.co/McVdHB9quP"	1	-1
"@delta thanks for all the assurances that despite delayed #flightvs4903 I would still make our connection. (We didn't if it's not obvious)"	2	-1
"@delta I would also be remiss to not thank you for delaying #flightvs4903 on the tarmac one more time because you forgot to refuel."	1	-2
"@delta thanks also for delaying the flight 4 times and making us miss our connecting flight. #flightvs4903"	2	-2
"RT @MAKERSwomen: Aviation history was just made as these two black female pilots took off: https://t.co/qrJvVofXy6 @Delta #WomensHistoryMon "	1	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"@delta thanks for not letting us check in because you listed us as unaccompanied minors. #flightvs4903"	2	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @CassSOfficial: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
"RT @GlobeTrotScott: Ugly terminal, beautiful sunrise behind those @delta jets at @jfkairport https://t.co/50AeK5Tthb https://t.co/n8Po2TeUyf"	3	-3
"RT @Delta: Cutest flight crew ever. #NationalPuppyDay  ed  U 00A0  U 00BD  ed  U 00B0  U 00BE  https://t.co/JhJl4MiTjs"	2	-1
"@Delta once KQ is rebooked.Its still not allowing for check-in.see screen shot 	1	-2
Can you revalidate the KQ sector on  https://t.co/U0hlVsIE1n"	1	-1
"Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/ziyR0MMLLA"	3	-1
