"x"	Positive	Negative
"Our big winner, David Knowles, accepts his 2 FREE round trip tickets compliments of @WestJet.	2	-1
Thanks to all who sup  https://t.co/HQQVu1kGih"	2	-1
"Good morning @WestJet -- en route YYC-YYZ-YOW. https://t.co/QADLGjipxG"	2	-1
"RT @WestJet: Ready to go!  U 2708  U FE0F  #WestJet  	1	-1
Photo via avop_photography on Instagram https://t.co/oNNdQncxhD"	1	-1
"@WestJet Super, thank you!"	3	-1
"@WestJet Hi! Is it possible to book a flight with a combination of WJ dollars and Travel Bank credits? Are there FAQs about this? Thanks!"	2	-1
"@WestJet  Thank you for your quick response (via Twitter, at least). I will send a DM."	2	-1
"Congrats to our @WestJet raffle winner - David Knowles of #Bracebridge, #Ontario. 	2	-1
https://t.co/vGYp7jxPWd	1	-1
Thanks to all who supported!"	2	-1
"@WestJet, I sent you an email last Thursday and haven't received a response. I hope it is coming soon!"	3	-1
"RT @WestJet: @seanrooney That is wonderful to hear. We hope you raise lots of many for your charities, good luck."	3	-1
"@WestJet Thanks! If I win anything it goes to @ACHFKids #Dominicstrong"	2	-1
"@WestJet Oh no worries, they were the ones who told me! Excited, going to #mco for @CMNHospitals @ExtraLife4Kids charity gaming tournament!"	3	-4
"@eastvancity @WestJet @BBCBreaking @BBCNews good point. Hopefully not all international flights. Those 10hr flights from London would suck!"	2	-1
"@WestJet Oh great ! Thanks guys."	3	-1
"@WestJet Oh wow that's long"	3	-1
"@WestJet I got a hold of an agent. Thank you for your help"	2	-1
"If @airtransat @AirCanadaRouge @WestJet had to ban large electronics, such as iPads, what do we use to watch inflight entertainment?"	1	-1
"@gye_incognito @WestJet @BBCBreaking @BBCNews it would only be from inbound specific countries. Not domestically"	1	-1
".@WestJet Many thanks for the complimentary wine to celebrate our wedding anniversary on Monday night #YYZ to #LasVegas"	2	-1
"So Gate A34 is actually B34 - suuuure @WestJet I'm trusting you on this one!"	2	-1
"If this comes to Canada, what's that mean for @WestJet who relies on personal tablets for in flight entertainment? https://t.co/lfDeXHH8Z3"	1	-1
"@WestJet thank you!!   ed  U 00A0  U 00BD  ed  U 00B8  U 008A "	2	-1
"@WestJet I sent a email to customer service over 10 days ago ... I still haven't received a response.  Is there another way to contact?"	1	-1
"@WestJet thanks!! One last question, is it possible to upgrade to plus prior to the 24 hours mark?"	3	-1
"When @WestJet flys direct to @City_Abbotsford from @cityofwinnipeg and I won't have to stop in @CityofEdmonton https://t.co/CfhEW21UAc"	1	-1
"@WestJet no I am trying to locate an item that was left onboard. The agent described a Found Item that matches what was left"	1	-1
"@WestJet too bad, thanks for replying!"	2	-2
"RT @WestJet: RT @westjetmagazine: Four outdoor adventures in #Loreto #Mexico #WestJet https://t.co/9e5bBvefV6 https://t.co/oeveRksXaf"	1	-1
"@WestJet we are flying to KOA from YMM in 3 weeks. Are there any restrictions on bringing an IPad on board? Checking jarred baby food?  ed  U 00A0  U 00BD  ed  U 00B8  U 008A "	2	-2
"@WestJet I have a Found Item # from an agent. Can't get answer on the phone- goes to VM. Is there another # to call?"	1	-1
"@WestJet I left my"	1	-1
"RT @chris49303: Happy to be flying @WestJet today! http://t.co/5ATcZHmOXj"	2	-1
"Nice to still have a bunch of aviation1sts. @WestJet flight.@Delta flight. @BoeingAirplanes 717 &amp; MD88 flights. @ATLairport. @NO_Airport"	2	-1
"@WestJet do you have gift certificates available that we can purchase for people to use towards a flight?"	1	-1
"RT @Bell_LetsTalk: Thank you for helping our message take off, @WestJet. Your tweet has travelled far! #BellLetsTalk https://t.co/UF8YlzwVtK"	2	-1
"Hi @WestJet no luck on new device or cleared browser. Trying to avoid at airport baggage fees. Is there a UK hotlin  https://t.co/Z81OB4k148"	3	-2
"@smokeycrow Ooooo I like the idea of \"flying\" around urban Calgary on the @WestJet Bikeshare System  ed  U 00A0  U 00BD  ed  U 00B8  U 0089 "	2	-1
"RT @smokeycrow: @TheCritninja ya, esp considering how their employees would benefit from it. Perhaps other #yyc based businesses. @WestJet "	1	-1
"@TheCritninja ya, esp considering how their employees would benefit from it. Perhaps other #yyc based businesses. @WestJet @ShawInfo #wink"	1	-1
"@WestJet WESTJET OPENS ROUTE BETWEEN MONTREAL AND HALIFAX https://t.co/bAToZrtsiw"	1	-1
"@GEAviation @WestJet not soo much of a view, but still pretty #WingSeatWednesday #avgeek on a pleasant ride up to  https://t.co/xNQSxLGtsZ"	3	-1
"RT @flyYYG: There's still time for that trip down south! Let @WestJet take you from #PEI to sunny Orlando: https://t.co/LBkZg3mEIO https:// "	2	-1
"There's still time for that trip down south! Let @WestJet take you from #PEI to sunny Orlando:  https://t.co/VO0tDYypoW"	2	-1
"RT @gee_analytics: @OpsMRO_ITConf today 0900: @WestJet highlighting value of integrated #EFBs #Connectivity &amp; #DataScience to #AirlineOps # "	2	-1
"@OpsMRO_ITConf today 0900: @WestJet highlighting value of integrated #EFBs #Connectivity &amp; #DataScience to #AirlineOps #masFlight #navAero"	2	-1
"@WestJet I got my eTA 11.30am today, and trying online check in for flight tomorrow. Still getting message saying I need an eTA. Tips?"	1	-1
"@WestJet Great job last night. Your agent was able to help my mom with her unexpected  flight change, seamlessly. Thank you!!!!"	3	-1
"Happy to assist with your #listeners calls re#AirTravel tonight #Thursday if it helps @islandmorning  @flyYYG @AirCanada @WestJet"	2	-1
"@WestJet they held it for us! Thanks again for being first class  ed  U 00A0  U 00BD  ed  U 00B8  U 008A  ed  U 00A0  U 00BD  ed  U 00B2  U 00AF  ed  U 00A0  U 00BD  ed  U 00B2  U 00AF  ed  U 00A0  U 00BD  ed  U 00B2  U 00AF "	2	-1
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"@WestJet HODMPT is my ref"	1	-1
"@WestJet or can I just get off this plane lol? I'd rather be stuck in my home town than an airport on the opposite side of the province"	2	-1
"@WestJet in 30 mins from halifax and my flight from sydney to halifax hasn't even left yet (45mins). Will they hold that plane?"	1	-1
"@WestJet I'm currently sitting on a runway on a westjet plane in sydney waiting on the longest De-Ice of all time. My Flight to YEG boards"	1	-1
"@WestJet Ya'll there? I need you!"	1	-1
"@WestJet @mattintoronto Please, Could you be so kind of writing to socialmedia@bahiaprincipe.com explaining what ha  https://t.co/99xba4lldk"	2	-1
"RT @JohnBarrowman: I just felt like sitting in the floor:) Waiting for my plane to arrive, going back to Palm Springs via LA. @WestJet  JB "	2	-1
"RT @JohnBarrowman: @ 37,000 feet. @WestJet  JB https://t.co/nMSAR5Kw19"	1	-1
"@WestJet @WestJetMagazine 	1	-1
do you really need to be selling tickets to seaworld?	1	-1
it changes the way people see you	1	-1
https://t.co/eR84UOalJ4"	1	-1
"@WestJet great flight today! But your flight staff should speak slower over the speakers, couldn't understand a word they said!"	3	-1
"Hey @elonmusk can you put a hyperloop across Canada so I can lol at @WestJet as they go bankrupt on my train ride to family and friends."	2	-3
"RT @WestJet: Ready to go!  U 2708  U FE0F  #WestJet  	1	-1
Photo via avop_photography on Instagram https://t.co/oNNdQncxhD"	1	-1
"@WestJet can't wait for a hyperloop so I can lol as you go bankrupt."	2	-3
"@WestJet so frustrated with your false advertising and shitty customer service."	1	-3
"@WestJet just cancelled my flight because you can't do ANYTHING right."	1	-1
"RT @WestJet: We're always on the search for epic view points. 	1	-1
Photo via briansfuji on Instagram  U 2708  U FE0F  #WestJet #ExploreCanada https://t.co/A "	1	-1
"@WestJet quoted me a 16 minute wait time.  80 minutes &amp; counting, still waiting. #ownerscare my ass."	1	-1
"@WestJet always and forever  U 2764  U FE0F "	1	-1
"@WestJet the issue was resolved in 15 minutes once your maintenance person had to be flown in from Edmonton. Putting profits before people!"	2	-1
"@WestJet I hung up after 1 hour. I need to find out options to change flight (not eligible for online). Will try tmrw, not v pleased though!"	1	-2
"Thank you Wesley @WestJet for making sure our little Ella was brought to us straight away!  #westjetcares #yyz to  https://t.co/JPJhylBNMg"	2	-1
"Longer than usual wait times, @WestJet ? I've been on hold for more than 40 minutes. Is there any chance of getting helped tonight?"	1	-1
"On hold with @WestJet for so long (an hour) that the coupon code expired...so hard to talk to a real person!"	1	-1
"Honestly it's instant regret everytime i buy @AirCanada tickets. Never happens with @WestJet"	1	-2
"4 flights &amp; a bit of grace made it possible for 1 mom w 3 under 4 to say goodbye to a great man Thankyou @WestJet f  https://t.co/l8kILPl8V4"	3	-1
"@WestJet it is unacceptable that there was no maintenance immediately available. No beverages handed out. Just a nice long delay #wecare lol"	2	-2
"@WestJet I don't think ur running short of cash or customers.  If ur @aircanada I understand. absolute control of market means why not!"	1	-1
"@WestJet your not telling me anything that I already know.  But does it make sense? Why both a penalty and locked credit? At 90% capacity?"	1	-1
"@WestJet https://t.co/tc9U93Mqla"	1	-1
"@avzingel find the @WestJet desk and tell them everything while you are there...air canada had more than enough chances"	1	-1
"@WestJet In Fort McMurray waiting for flight 144 to Edmonton. 1 hour delay advised by the desk 2 hours on the board pilot said 3 hours"	1	-2
"Dear @WestJet  why can't I correct name spelling 5 minutes after I book a flight online... I've been on hold for over an hour now"	2	-1
"My job is \"ok\" @westjet #encore #airside #sunset #wheresdunphy #radiocheck @ YYC Calgary  https://t.co/3Xg5ki4eMP"	1	-1
"Hey @WestJet ! Wondering what the fee is to change my flight? Looking to come back a few days later than I thought. Thanks!"	2	-1
"@WestJet @OilersAndBeer https://t.co/je9zI4oISi"	1	-1
"@WestJet maybe you should be on the search for better operations managers in Toronto. Worst experience ever. Second time. Done with you."	1	-3
"@WJSHL @WestJet probably not. They are slackers."	1	-1
"@WestJet we managed to get a flight booked for tomorrow. Thank you!"	2	-1
"@WestJet Are you looking into this? If not, PLEASE do! https://t.co/uvmTrDd7wi"	1	-2
"@WestJet I will issue a comprehensive report on @BahiaPrincipe Jamaica with pics online.  SHAME on you for passing this off as 5 stars."	1	-3
"@WestJet changing my gate on me.. I get it.. friendship test... but I'm going to pass this test ... still mad love for ya  ed  U 00A0  U 00BD  ed  U 00B1  U 008D  ed  U 00A0  U 00BD  ed  U 00B8  U 009C "	3	-2
"RT @jclemy: Great #yyc company @WestJet showing off at #adobesummit! Always great watching how they lead with digital. https://t.co/SJ3D46G "	3	-1
"The latest Columbas News! https://t.co/7NG3eZnM44 Thanks to @WestJet #belize #westjet"	2	-1
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"@zachbussey @WestJet wow what a great gesture.  I will have to fly Westjet next time"	3	-1
"RT @zachbussey: Wow - unexpected and majorly appreciated! @WestJet just credited me with  150 after our delay on my Cuba trip. #CayoCoco ht "	3	-2
"Now my flight I was bumped to is late @WestJet? I wasn't impressed with not getting the exact seats I paid for now this?"	2	-1
"@WestJet I know that... but if I paid the fee, why not refund back to credit card?"	1	-1
"@WestJet all good.  Phoned and agent straightened me out.  Tks"	2	-1
"@WestJet regardless of the number of points?"	1	-2
"not impressed @WestJet only giving us 1:30 mins between flights for vacation to punta cana now our flight to connect is delayed 30 mins now"	1	-2
"@WestJet I'd check the engineering stamp before I went out there... ;)"	1	-1
"RT @WestJet: We're always on the search for epic view points. 	1	-1
Photo via briansfuji on Instagram  U 2708  U FE0F  #WestJet #ExploreCanada https://t.co/A "	1	-1
"RT @WestJet: We're always on the search for epic view points. 	1	-1
Photo via briansfuji on Instagram  U 2708  U FE0F  #WestJet #ExploreCanada https://t.co/A "	1	-1
"@WestJet my daughter missed her flight! Can someone please help?!?!"	2	-2
"@WestJet might want to think about having some pens on trans-boarder flights, would be advertising and help with customs cards..."	1	-1
"Getting told you've been bumped to a later flight when your connector isn't late #fail @WestJet"	1	-1
"@WestJet beautiful!!"	4	-1
"RT @WestJet: We're always on the search for epic view points. 	1	-1
Photo via briansfuji on Instagram  U 2708  U FE0F  #WestJet #ExploreCanada https://t.co/A "	1	-1
"RT @WestJet: We're always on the search for epic view points. 	1	-1
Photo via briansfuji on Instagram  U 2708  U FE0F  #WestJet #ExploreCanada https://t.co/A "	1	-1
"RT @lowellbroncos: On a @WestJet flight from Winnipeg to saskatoon got called fat again iam done with flying with @WestJet"	1	-2
"On a @WestJet flight from Winnipeg to saskatoon got called fat again iam done with flying with @WestJet"	1	-2
"Great #yyc company @WestJet showing off at #adobesummit! Always great watching how they lead with digital. https://t.co/SJ3D46GjAx"	3	-1
"@WestJet why are members only given the seven and five digit coupon code I want to pay with a credit card so I need the eight digit code"	1	-1
"RT @TourismAbby: Abbotsford is easy to access by air with @yxxairport. Flights with @WestJet @newleaftravel &amp; @AirCanada in a no-hassle air "	1	-2
"RT @NYCAviation: ICYMI: Was @WestJet's \"Scary\" Approach Really As Bad As It Seemed? https://t.co/IGZf4qRshO 	1	-2
By @stratoduck #avgeek #SMS ht "	1	-1
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
". @WestJet So  100 cancellation fee still doesn't get me the option of refunding what's left to my credit card???   100 buck to hold my   !"	1	-2
"Does @WestJet have internet available on flights to the US?"	1	-1
"@WahibaChair @WestJet i think it's the one day sale :)"	1	-1
"@WestJet is your system down? When I click on departing options, I don't get the next step. Using Chrome. Help please?"	2	-1
"RT @SecretFlying: PROMO CODE: Montreal, Canada to Barbados for only  386 CAD roundtrip with @WestJet	1	-1
https://t.co/m5ytMbBpRv https://t.co/ "	1	-1
"Thank you @WestJet for your exceptional #CommunityInvestment - was on flight to PSP 10MAR with @gsaretsky &amp; wished I had personally thanked"	2	-1
"Wow - unexpected and majorly appreciated! @WestJet just credited me with  150 after our delay on my Cuba trip.  https://t.co/3LeuNk74PU"	3	-2
"@WestJet Thanks for being an awesome airline!"	3	-1
"@westjet &gt; @aircanada every single time.	1	-1
#CustomerService #ThanksForTheCredit"	1	-1
"I'm guessing it's NOT a coincidence that every time I book a flight on @WestJet within 48 hours I get an offer for a one day flight deal.  ed  U 00A0  U 00BE  ed  U 00B4  U 0094 "	1	-1
"RT @SecretFlying: PROMO CODE: Montreal, Canada to Barbados for only  386 CAD roundtrip with @WestJet	1	-1
https://t.co/m5ytMbBpRv https://t.co/ "	1	-1
"@WestJet Compliant staff willing to help? How about a less than 15 hour travel time option to T.O- after an error on YOUR end?"	1	-2
"Hey @WestJet -it's a long day and people want to get home. Patience and pleasantness go a long way. #ws2207"	3	-1
"@WestJet sale: many Canadian cities to #USA or #Barbados from just CA 306 return!	1	-1
https://t.co/MmtH3g7n38 #Deals  https://t.co/aiLe2TCiDJ"	1	-1
"@WestJet has officially given me the WORST flying experience EVER. #westjet #terribleservice #uselessstaff #delayedflight #younameit"	1	-3
"RT @SecretFlying: PROMO CODE: Montreal, Canada to Barbados for only  386 CAD roundtrip with @WestJet	1	-1
https://t.co/m5ytMbBpRv https://t.co/ "	1	-1
"RT @SportEventsCong: Presented by @WestJet, the #PRESTIGE recipient is: @MyVancouver. Sport Hosting partnership 1st of its kind in Van! htt "	2	-1
"@WestJet curious how Air Canada flight on the exact same days and pretty close to the exact game times can be  1000 more for a family of 4"	3	-1
" 50,000  worth of prizes to be won from contributors like @WestJet, @lazboy &amp; @IJewellers at our #HopeCouture Gala!  https://t.co/0O9JLAa47q"	3	-1
"@WestJet, can you please offer a white that isn't Chardonnay? @TandCmag says so... #please #WestJet https://t.co/MS7BKdokVY"	2	-1
"@CMcCannPhoto @WestJet @Fly_YYJ looks great. Thanks for sharing."	3	-1
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"@JoseeLegault Et si on exer ait des pressions sur les entreprises, Ex: @WestJet, qui veut percer au QC, de ne plus distribuer MacLeans ici"	1	-1
"Awesome @WestJet crew on flights 613/600 last night from #yow to #yxe (via #yyc) - especially Valarie &amp; Kevin! Thanks for a great ride home!"	3	-1
"@WestJet what's the fee?"	1	-1
"Bugatti &amp; Smudge ready to welcome their #britishbulldog sister Ella when her @WestJet flight #WS665 from #YYZ to  https://t.co/JyHgejfCqp"	2	-1
"@WestJet nope, same survey is now closed message from https://t.co/KmalVoMDoq"	1	-1
"@WestJet well yes. We did. But the price went up  50. Ridiculous!"	1	-3
"@WestJet the website timed out as we were typing &amp; active on the page"	1	-1
"RT @WestJet: New best friends: @A_Sanch41 and this little fella. https://t.co/YIpzYe4HWk"	2	-1
"@stjohnsairport @WestJet after any winter around here  ed  U 00A0  U 00BD  ed  U 00B8  U 008F "	1	-1
"RT @SecretFlying: PROMO CODE: Montreal, Canada to Barbados for only  386 CAD roundtrip with @WestJet	1	-1
https://t.co/m5ytMbBpRv https://t.co/ "	1	-1
"Let your dreams take flight @WestJet @WestJetMagazine @ExploreCanada @TravelAlberta #Canada150 #TravelTuesday https://t.co/vx5U6HI5xc"	1	-1
"RT @TourismAbby: Abbotsford is easy to access by air with @yxxairport. Flights with @WestJet @newleaftravel &amp; @AirCanada in a no-hassle air "	1	-2
"RT @WestJet: Ready to go!  U 2708  U FE0F  #WestJet  	1	-1
Photo via avop_photography on Instagram https://t.co/oNNdQncxhD"	1	-1
"RT @SecretFlying: PROMO CODE: Montreal, Canada to Barbados for only  386 CAD roundtrip with @WestJet	1	-1
https://t.co/m5ytMbBpRv https://t.co/ "	1	-1
"RT @SecretFlying: PROMO CODE: Montreal, Canada to Barbados for only  386 CAD roundtrip with @WestJet	1	-1
https://t.co/m5ytMbBpRv https://t.co/ "	1	-1
"RT @SecretFlying: PROMO CODE: Montreal, Canada to Barbados for only  386 CAD roundtrip with @WestJet	1	-1
https://t.co/m5ytMbBpRv https://t.co/ "	1	-1
"@racheljlp @WestJet You did it!"	1	-1
"RT @SecretFlying: PROMO CODE: Montreal, Canada to Barbados for only  386 CAD roundtrip with @WestJet	1	-1
https://t.co/m5ytMbBpRv https://t.co/ "	1	-1
"RT @Stef74G: D apr s @WestJet Circulez, y a rien   voir   N emp che que les passagers ont du serrer les fesses, non ? https://t.co/LGWpHrWN "	1	-1
"PROMO CODE: Montreal, Canada to Barbados for only  386 CAD roundtrip with @WestJet	1	-1
https://t.co/m5ytMbBpRv https://t.co/vPD9nFEo5E"	1	-1
" ed  U 00A0  U 00BD  ed  U 00B1  U 008D  U 2708  U FE0F When HAWAII and VEGAS flights push EARLY or ON TIME...it's called AMAZING GIRL POWER! U 2708  U FE0F  ed  U 00A0  U 00BD  ed  U 00B1  U 008D YES!!	3	-1
@WestJet  https://t.co/RWbnyMclnu"	1	-1
"@WestJet is there a problem with your website? Selected flights but \"continue\" button remains in shadow ???"	1	-2
"Thinking about flying to LaLa Land anytime soon?	1	-1
@WestJet's got some good deals coming this Spring/Summer:  https://t.co/Q0NYl0cSk5"	1	-1
"RT @JerryHollandJr: @WestJet - #YQY to #YHZ - Delayed - Just help us make it to #YWG! https://t.co/Yuc0bWCr8a"	1	-1
"RT @SportEventsCong: Presented by @WestJet, the #PRESTIGE recipient is: @MyVancouver. Sport Hosting partnership 1st of its kind in Van! htt "	2	-1
"#ThankYouTuesday goes out to @WestJet for their continued support of our programs. See how they help others.	2	-1
https://t.co/Gquu5iCNnf"	1	-1
"Guess what's back in less than 2 weeks hockey @WestJet Campus (weather permitting of course). Can the Thunder defend the title? #April3"	1	-1
"RT @SportEventsCong: Presented by @WestJet, the #PRESTIGE recipient is: @MyVancouver. Sport Hosting partnership 1st of its kind in Van! htt "	2	-1
"RT @SportEventsCong: Presented by @WestJet, the #PRESTIGE recipient is: @MyVancouver. Sport Hosting partnership 1st of its kind in Van! htt "	2	-1
"RT @SportEventsCong: Presented by @WestJet, the #PRESTIGE recipient is: @MyVancouver. Sport Hosting partnership 1st of its kind in Van! htt "	2	-1
"RT @SportEventsCong: Presented by @WestJet, the #PRESTIGE recipient is: @MyVancouver. Sport Hosting partnership 1st of its kind in Van! htt "	2	-1
"RT @Stef74G: D apr s @WestJet Circulez, y a rien   voir   N emp che que les passagers ont du serrer les fesses, non ? https://t.co/LGWpHrWN "	1	-1
"@WestJet WS1511 out of LAX delayed 2 1/2 hours. Any reason? Two little ones killing time with...hoping no more delays. #westjetgold"	2	-2
"RT @Stef74G: D apr s @WestJet Circulez, y a rien   voir   N emp che que les passagers ont du serrer les fesses, non ? https://t.co/LGWpHrWN "	1	-1
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"@WestJet always has precious cargo, but today our little Ella is coming home  U 2708  U FE0F  #YYZ to #YYC #WS665  U 2764 can't wait to  https://t.co/KJ12hvFXWx"	3	-1
"2/2 Also we didn't have to walk from gate 72, so we weren't annoyed, but sounds like some people were! @westjet"	2	-3
"@WestJet sweet, thanks!"	2	-1
"After this winter, you deserve a vacation! Book with @WestJet for your direct flight to Tampa Bay, today!  https://t.co/ET0EGzx23h"	1	-1
"@WestJet bonjour, j'aurais quelques questions sur ma r servation"	1	-1
"Cheers to Captian Dave Calhoun for being super cool on our @WestJet flight. Love a pilot with a sense of humour. #keepinitreal"	3	-1
"@WestJet just measured, 106   37   12   155 cm. so would it be considered a standard bag then?"	1	-1
"RT @terrencewkho: @WestJet any way I can donate my expiring WestJet dollars to a charity? #payitforward #GivingTuesday"	1	-1
"RT @WestJet: Ready to go!  U 2708  U FE0F  #WestJet  	1	-1
Photo via avop_photography on Instagram https://t.co/oNNdQncxhD"	1	-1
"@WestJet any way I can donate my expiring WestJet dollars to a charity? #payitforward #GivingTuesday"	1	-1
"Touchdown #Vancouver @WestJet https://t.co/RU065pQNNs"	1	-1
"@WestJet would a guitar be considered oversized baggage or a standard bag?"	1	-1
"why would @westjet email me a survey on the 13th, say I have 10 days to complete it, and it's already closed after only 8 days?  SMH"	1	-1
"@WestJet in the news ..... Canada mulls joining U.S., U.K. electronics ban on flights"	1	-1
"RT @CMcCannPhoto: @WestJet 413 taxis in at @Fly_YYJ #yyj #avgeek @TomPodolec  https://t.co/AhOceNltO3"	1	-2
"RT @SportEventsCong: Presented by @WestJet, the #PRESTIGE recipient is: @MyVancouver. Sport Hosting partnership 1st of its kind in Van! htt "	2	-1
"Presented by @WestJet, the #PRESTIGE recipient is: @MyVancouver. Sport Hosting partnership 1st of its kind in Van! https://t.co/ZHhCWFvT9E"	2	-1
"RT @WestJet: Magic in the sky. 	1	-1
Photo via max_spotter on Instagram  U 2708  U FE0F  #WestJet #MagicPlane https://t.co/Lyhpsq7WI3"	1	-1
"@WestJet 459; smoothest landing ever. Made up for the crying baby sandwich and the seatmate who leaned into every turn. 1/2"	2	-4
"Un dia lluvioso... @westjet  #westjet #b737800 #yyz #cyyz #toronto  https://t.co/bhxOvDz21I"	1	-1
"RT @airfarewatchdog: #Houston #IAH to #Calgary #YYC #Canada  286 round-trip, nonstop, on @WestJet for spring travel https://t.co/VFjw8ijnOO "	1	-1
"RT @Stef74G: D apr s @WestJet Circulez, y a rien   voir   N emp che que les passagers ont du serrer les fesses, non ? https://t.co/LGWpHrWN "	1	-1
"@WestJet Your strategy to bring your own device for entertainment just went out the window ;-)"	1	-1
"Settling in to hear @CBCScottRussell at @SportEventsCong Prestige Awards. Thanks to @WestJet for sponsoring our cat  https://t.co/V8l47ASWKc"	2	-1
"Flying to #Editors17? Don't miss out on 10% discounts from @porterairlines and @WestJet. https://t.co/tueJwoEqLe"	2	-1
"Vous venez en avion pour #R viseurs17? Profitez d'un rabais de 10 %  aupr s de @porterairlines and @WestJet. https://t.co/S4SuN0TjOJ"	2	-1
"Testing #socialmedia response @WestJet @AirCanada See what we learned	1	-1
https://t.co/I0Za2CmSdf"	1	-1
"RT @JerRoberts11: hey @WestJet just witnessed a family of 5 get told 'if you miss your connector flight, we won't pay for your hotel room.' "	2	-2
"Today I got this adorable fortune cookie message from @westjet #lifeatwestjet #westjetter  https://t.co/A2ALKV0fPO"	4	-1
"@WestJet Thank you! @thespoons https://t.co/aBCF4POvrS"	2	-1
"RT @Stef74G: D apr s @WestJet Circulez, y a rien   voir   N emp che que les passagers ont du serrer les fesses, non ? https://t.co/LGWpHrWN "	1	-1
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"@WestJet 19-28 min wait times on the phone?!?! Not impressed. Call back option unavailable?? You guys are failing at customer service."	2	-3
"RT @OttawaAvSpotter: Westjet's Mickey Mouse Sorcerer 737-800 landing on the first day of spring at Ottawa International. Thanks to @WestJet "	2	-1
"This, plus the difficulty in making changes to get the tkt in 1st place, remind me why I stopped traveling w/ @AirCanada. @WestJet fr now on"	1	-2
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"@FlyEIA no direct flights YEG to PHX after Apr 30th? A sprint just turned into a marathon for 6 months again. @WestJet @americanair #boonies"	1	-1
"RT @cdnbizchicks: Thank you to Roz and the fabulous @WestJet crew on flt #2291 who flew me home for your great service  ed  U 00A0  U 00BD  ed  U 00B9  U 008C  #ProudlyCanadian "	3	-1
"RT @cdnbizchicks: Thank you to Roz and the fabulous @WestJet crew on flt #2291 who flew me home for your great service  ed  U 00A0  U 00BD  ed  U 00B9  U 008C  #ProudlyCanadian "	3	-1
"@WestJet #twitterpoll has the paid #wifi ever worked on your #westjet #flight"	1	-1
"Thank you to Roz and the fabulous @WestJet crew on flt #2291 who flew me home for your great service  ed  U 00A0  U 00BD  ed  U 00B9  U 008C   https://t.co/trfeaF47jt"	3	-1
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"I am at @BahiaPrincipe Jamaica. It's TERRIBLE! Cockroaches in room, rationed towels, poor food. NOT 5 star. @WestJet fraudulent misrepres."	1	-4
"RT @NYCAviation: ICYMI: Was @WestJet's \"Scary\" Approach Really As Bad As It Seemed? https://t.co/IGZf4qRshO 	1	-2
By @stratoduck #avgeek #SMS ht "	1	-1
"Let's play ball !!! #WinHondaHomeOpener @BlueJays @WestJet @HondaCanada https://t.co/tz66Qjktga"	2	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @NYCAviation: ICYMI: Was @WestJet's \"Scary\" Approach Really As Bad As It Seemed? https://t.co/IGZf4qRshO 	1	-2
By @stratoduck #avgeek #SMS ht "	1	-1
"@WestJet 413 taxis in at @Fly_YYJ #yyj #avgeek @TomPodolec  https://t.co/AhOceNltO3"	1	-2
"@WestJet booked a return flight from Edmonton to Hamilton via Calgary just to experience the new q400 instead of direct. can't wait"	1	-1
"RT @NYCAviation: ICYMI: Was @WestJet's \"Scary\" Approach Really As Bad As It Seemed? https://t.co/IGZf4qRshO 	1	-2
By @stratoduck #avgeek #SMS ht "	1	-1
"ICYMI: Was @WestJet's \"Scary\" Approach Really As Bad As It Seemed? https://t.co/IGZf4qRshO 	1	-2
By @stratoduck #avgeek  https://t.co/cVzvjsSD0x"	1	-1
"@WestJet Yes I did but I was one day late filing so you wouldn't allow me to"	1	-1
"RT @WestJet: Ready to go!  U 2708  U FE0F  #WestJet  	1	-1
Photo via avop_photography on Instagram https://t.co/oNNdQncxhD"	1	-1
